"sample","scientific","maxn","family","genus","species"
"POC24007","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC24008","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC24009","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC24010","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC25001","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC25002","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC25004","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC25005","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC26001","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC26002","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC26003","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC26004","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC26005","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC37001","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC37002","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC37003","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC37004","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC37005","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC38001","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC38002","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC38004","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC38005","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC39001","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC39002","Carcharhinidae Carcharhinus sorrah",0,"Carcharhinidae","Carcharhinus","sorrah"
"POC39003","Carcharhinidae Carcharhinus sorrah",2,"Carcharhinidae","Carcharhinus","sorrah"
"POC39004","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC39005","Carcharhinidae Carcharhinus sorrah",1,"Carcharhinidae","Carcharhinus","sorrah"
"POC11001","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC11002","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC11003","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC11004","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC11005","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC11009","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC11011","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC11012","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC11013","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC11014","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC11015","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC12001","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC12002","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC12003","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC12004","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC12005","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC12006","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC12007","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC12008","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC12009","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC12010","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC13001","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC13002","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC13003","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC13004","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC13005","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC13007","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC13008","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC13009","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC13010","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC24006","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC24007","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC24008","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC24009","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC24010","Carcharhinidae Carcharhinus spp",1,"Carcharhinidae","Carcharhinus","spp"
"POC25001","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC25002","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC25004","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC25005","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC26001","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC26002","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC26003","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC26004","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC26005","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC37001","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC37002","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC37003","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC37004","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC37005","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC38001","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC38002","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC38004","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC38005","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC39001","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC39002","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC39003","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC39004","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC39005","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp"
"POC11001","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC11002","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC11003","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC11004","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC11005","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC11009","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC11011","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC11012","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC11013","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC11014","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC11015","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC12001","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC12002","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC12003","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC12004","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC12005","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC12006","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC12007","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC12008","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC12009","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC12010","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC13001","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC13002","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC13003","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC13004","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC13005","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC13007","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC13008","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC13009","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC13010","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC24006","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC24007","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC24008","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC24009","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC24010","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC25001","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC25002","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC25004","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC25005","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC26001","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC26002","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC26003","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC26004","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC26005","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC37001","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC37002","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC37003","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC37004","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC37005","Carcharhinidae Galeocerdo cuvier",1,"Carcharhinidae","Galeocerdo","cuvier"
"POC38001","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC38002","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC38004","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC38005","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC39001","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC39002","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC39003","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC39004","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC39005","Carcharhinidae Galeocerdo cuvier",0,"Carcharhinidae","Galeocerdo","cuvier"
"POC11001","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC11002","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC11003","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC11004","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC11005","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC11009","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC11011","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC11012","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC11013","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC11014","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC11015","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC12001","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC12002","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC12003","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC12004","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC12005","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC12006","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC12007","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC12008","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC12009","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC12010","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC13001","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC13002","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC13003","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC13004","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC13005","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC13007","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC13008","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC13009","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC13010","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC24006","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC24007","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC24008","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC24009","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC24010","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC25001","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC25002","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC25004","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC25005","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC26001","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC26002","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC26003","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC26004","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC26005","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC37001","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC37002","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC37003","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC37004","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC37005","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC38001","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC38002","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC38004","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC38005","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC39001","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC39002","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC39003","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC39004","Carcharhinidae Loxodon macrorhinus",1,"Carcharhinidae","Loxodon","macrorhinus"
"POC39005","Carcharhinidae Loxodon macrorhinus",0,"Carcharhinidae","Loxodon","macrorhinus"
"POC11001","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC11002","Echeneidae Echeneis naucrates",1,"Echeneidae","Echeneis","naucrates"
"POC11003","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC11004","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC11005","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC11009","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC11011","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC11012","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC11013","Echeneidae Echeneis naucrates",1,"Echeneidae","Echeneis","naucrates"
"POC11014","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC11015","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC12001","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC12002","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC12003","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC12004","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC12005","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC12006","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC12007","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC12008","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC12009","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
"POC12010","Echeneidae Echeneis naucrates",0,"Echeneidae","Echeneis","naucrates"
