"sample","family","genus","species","length","number","range","activity"
"POC12008","Nemipteridae","Nemipterus","spp",61.58682,1,1486.80145,"Passing"
"POC12008","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC12008","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC12008","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC12008","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC12008","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC12008","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC12008","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC12008","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC12008","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC12008","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC12008","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC12008","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC12008","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC12008","Synodontidae","Saurida","undosquamis",NA,0,NA,NA
"POC12008","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC12008","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC12008","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC12008","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC12008","Tetraodontidae","Lagocephalus","lunaris",290.03968,1,3014.89448,"Passing"
"POC12008","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC12008","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC12009","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC12009","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC12009","Bothidae","Unknown","spp",NA,0,NA,NA
"POC12009","Carangidae","Carangoides","caeruleopinnatus",406.79127,1,3892.71011,"Passing"
"POC12009","Carangidae","Carangoides","caeruleopinnatus",400.74115,1,3142.00776,"Passing"
"POC12009","Carangidae","Carangoides","caeruleopinnatus",367.71923,1,4515.50984,"Passing"
"POC12009","Carangidae","Carangoides","caeruleopinnatus",370.35368,1,3657.67733,"Passing"
"POC12009","Carangidae","Carangoides","caeruleopinnatus",376.39293,1,3648.05836,"Passing"
"POC12009","Carangidae","Carangoides","caeruleopinnatus",384.76815,1,3924.08326,"Passing"
"POC12009","Carangidae","Carangoides","chrysophrys",459.97907,1,2254.04976,"Passing"
"POC12009","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC12009","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC12009","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC12009","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC12009","Carangidae","Caranx","ignobilis",569.35455,1,1581.45434,"Passing"
"POC12009","Carangidae","Caranx","tille",NA,0,NA,NA
"POC12009","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC12009","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC12009","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC12009","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC12009","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC12009","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC12009","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC12009","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC12009","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC12009","Carcharhinidae","Loxodon","macrorhinus",536.03559,1,1749.99759,"Passing"
"POC12009","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC12009","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC12009","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC12009","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC12009","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC12009","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC12009","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC12009","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC12009","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC12009","Lutjanidae","Pristipomoides","multidens",500.3169,1,1719.00251,"Passing"
"POC12009","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC12009","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC12009","Nemipteridae","Nemipterus","spp",79.01877,1,2154.01799,"Passing"
"POC12009","Platycephalidae","Unknown","spp",53.02418,1,1242.24295,"Passing"
"POC12009","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC12009","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC12009","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC12009","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC12009","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC12009","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC12009","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC12009","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC12009","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC12009","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC12009","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC12009","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC12009","Synodontidae","Saurida","undosquamis",338.56067,1,3132.01517,"Passing"
"POC12009","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC12009","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC12009","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC12009","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC12009","Tetraodontidae","Lagocephalus","lunaris",394.79504,1,2135.28166,"Passing"
"POC12009","Tetraodontidae","Lagocephalus","lunaris",393.0328,1,2543.41196,"Passing"
"POC12009","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC12009","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC12010","Ariidae","Netuma","thalassina",459.83149,1,1240.03798,"Feeding"
"POC12010","Ariidae","Netuma","thalassina",518.9462,1,1313.32362,"Passing"
"POC12010","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC12010","Bothidae","Unknown","spp",NA,0,NA,NA
"POC12010","Carangidae","Carangoides","caeruleopinnatus",165.75128,1,3133.35006,"Passing"
"POC12010","Carangidae","Carangoides","chrysophrys",460.78097,1,2004.64009,"Passing"
"POC12010","Carangidae","Carangoides","chrysophrys",302.52297,1,2548.7257,"Passing"
"POC12010","Carangidae","Carangoides","chrysophrys",249.73354,1,2808.6023,"Passing"
"POC12010","Carangidae","Carangoides","chrysophrys",150.84849,1,1781.50667,"Passing"
"POC12010","Carangidae","Carangoides","chrysophrys",272.16312,1,2709.75295,"Passing"
"POC12010","Carangidae","Carangoides","chrysophrys",284.39869,1,3671.83442,"Passing"
"POC12010","Carangidae","Carangoides","chrysophrys",239.81713,1,3691.58961,"Passing"
"POC12010","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC12010","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC12010","Carangidae","Carangoides","sp10",51.52242,1,1850.1411,"Passing"
"POC12010","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC12010","Carangidae","Caranx","ignobilis",497.20075,1,2627.48323,"Passing"
"POC12010","Carangidae","Caranx","tille",NA,0,NA,NA
"POC12010","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC12010","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC12010","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC12010","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC12010","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC12010","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC12010","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC12010","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC12010","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC12010","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC12010","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC12010","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC12010","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC12010","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC12010","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC12010","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC12010","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC12010","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC12010","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC12010","Lutjanidae","Pristipomoides","multidens",617.1781,1,2939.70616,"Passing"
"POC12010","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC12010","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC12010","Nemipteridae","Nemipterus","spp",63.70405,1,2321.2678,"Passing"
"POC12010","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC12010","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC12010","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC12010","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC12010","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC12010","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC12010","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC12010","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC12010","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC12010","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC12010","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC12010","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC12010","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC12010","Synodontidae","Saurida","undosquamis",335.99667,1,3217.40553,"Passing"
"POC12010","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC12010","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC12010","Terapontidae","Terapon","jarbua",263.45188,1,1554.41638,"Passing"
"POC12010","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC12010","Tetraodontidae","Lagocephalus","lunaris",432.96648,1,3203.56324,"Passing"
"POC12010","Tetraodontidae","Lagocephalus","lunaris",325.43455,1,2920.94718,"Passing"
"POC12010","Tetraodontidae","Lagocephalus","sceleratus",NA,1,4313.03739,"Passing"
"POC12010","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC13001","Ariidae","Netuma","thalassina",NA,1,1586.67513,"Passing"
"POC13001","Ariidae","Netuma","thalassina",262.08741,1,1285.23079,"Passing"
"POC13001","Ariidae","Netuma","thalassina",241.152,1,1348.48339,"Passing"
"POC13001","Ariidae","Netuma","thalassina",257.10867,1,1037.55249,"Passing"
"POC13001","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC13001","Bothidae","Unknown","spp",NA,0,NA,NA
"POC13001","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC13001","Carangidae","Carangoides","chrysophrys",NA,1,2135.77363,"Passing"
"POC13001","Carangidae","Carangoides","chrysophrys",NA,3,1524.78527,"Passing"
"POC13001","Carangidae","Carangoides","chrysophrys",210.44143,1,1764.24451,"Passing"
"POC13001","Carangidae","Carangoides","chrysophrys",210.96436,1,1644.07914,"Passing"
"POC13001","Carangidae","Carangoides","chrysophrys",172.49249,1,1771.32779,"Passing"
"POC13001","Carangidae","Carangoides","chrysophrys",165.5394,1,1748.53479,"Passing"
"POC13001","Carangidae","Carangoides","chrysophrys",173.66199,1,1724.83436,"Passing"
"POC13001","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC13001","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC13001","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC13001","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC13001","Carangidae","Caranx","ignobilis",NA,0,NA,NA
"POC13001","Carangidae","Caranx","tille",NA,0,NA,NA
"POC13001","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC13001","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC13001","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC13001","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC13001","Carcharhinidae","Carcharhinus","coatesi",551.53244,1,2005.28332,"Passing"
"POC13001","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC13001","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC13001","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC13001","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC13001","Carcharhinidae","Loxodon","macrorhinus",379.17277,1,1292.67649,"Passing"
"POC13001","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC13001","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC13001","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC13001","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC13001","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC13001","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC13001","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC13001","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC13001","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC13001","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC13001","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC13001","Mullidae","Upeneus","moluccensis",NA,1,1594.15228,"Passing"
"POC13001","Nemipteridae","Nemipterus","spp",137.30699,1,2666.84541,"Passing"
"POC13001","Nemipteridae","Nemipterus","spp",127.53641,1,1221.53438,"Passing"
"POC13001","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC13001","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC13001","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC13001","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC13001","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC13001","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC13001","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC13001","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC13001","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC13001","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC13001","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC13001","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC13001","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC13001","Synodontidae","Saurida","undosquamis",323.57789,1,2170.87789,"Passing"
"POC13001","Synodontidae","Synodus","indicus",NA,1,2313.22482,"Passing"
"POC13001","Synodontidae","Trachinocephalus","trachinus",NA,1,1790.43138,"Passing"
"POC13001","Terapontidae","Terapon","jarbua",216.90903,1,1546.47615,"Passing"
"POC13001","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC13001","Tetraodontidae","Lagocephalus","lunaris",NA,1,2226.05604,"Passing"
"POC13001","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC13001","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC13002","Ariidae","Netuma","thalassina",NA,1,2937.25209,"Passing"
"POC13002","Ariidae","Netuma","thalassina",304.07036,1,1786.8548,"Passing"
"POC13002","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC13002","Bothidae","Unknown","spp",NA,0,NA,NA
"POC13002","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC13002","Carangidae","Carangoides","chrysophrys",NA,1,2618.35085,"Passing"
"POC13002","Carangidae","Carangoides","chrysophrys",NA,1,3212.01752,"Passing"
"POC13002","Carangidae","Carangoides","chrysophrys",253.61853,1,2469.66613,"Passing"
"POC13002","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC13002","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC13002","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC13002","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC13002","Carangidae","Caranx","ignobilis",NA,1,3227.02323,"Passing"
"POC13002","Carangidae","Caranx","tille",NA,0,NA,NA
"POC13002","Carangidae","Decapterus","spp",187.52094,1,1582.02521,"Passing"
"POC13002","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC13002","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC13002","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC13002","Carcharhinidae","Carcharhinus","coatesi",NA,1,1072.56835,"Passing"
"POC13002","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC13002","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC13002","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC13002","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC13002","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC13002","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC13002","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC13002","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC13002","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC13002","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC13002","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC13002","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC13002","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC13002","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC13002","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC13002","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC13002","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC13002","Nemipteridae","Nemipterus","spp",NA,0,NA,NA
"POC13002","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC13002","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC13002","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC13002","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC13002","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC13002","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC13002","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC13002","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC13002","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC13002","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC13002","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC13002","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC13002","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC13002","Synodontidae","Saurida","undosquamis",NA,0,NA,NA
"POC13002","Synodontidae","Synodus","indicus",195.62301,1,1859.79711,"Passing"
"POC13002","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC13002","Terapontidae","Terapon","jarbua",234.17967,1,1740.4177,"Passing"
"POC13002","Terapontidae","Terapon","jarbua",199.45553,1,1256.8971,"Passing"
"POC13002","Terapontidae","Terapon","jarbua",206.73557,1,1713.04861,"Passing"
"POC13002","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC13002","Tetraodontidae","Lagocephalus","lunaris",374.10761,1,1845.88255,"Passing"
"POC13002","Tetraodontidae","Lagocephalus","lunaris",325.04774,1,1273.41203,"Passing"
"POC13002","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC13002","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC13003","Ariidae","Netuma","thalassina",NA,1,2703.99615,"Passing"
"POC13003","Ariidae","Netuma","thalassina",323.25736,1,937.0108,"Passing"
"POC13003","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC13003","Bothidae","Unknown","spp",NA,0,NA,NA
"POC13003","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC13003","Carangidae","Carangoides","chrysophrys",NA,1,3708.62081,"Passing"
"POC13003","Carangidae","Carangoides","chrysophrys",198.35954,1,1995.79261,"Passing"
"POC13003","Carangidae","Carangoides","chrysophrys",209.92878,1,3096.70063,"Passing"
"POC13003","Carangidae","Carangoides","chrysophrys",208.25479,1,2127.26049,"Passing"
"POC13003","Carangidae","Carangoides","chrysophrys",334.92707,1,2489.65593,"Passing"
"POC13003","Carangidae","Carangoides","chrysophrys",216.49656,1,1718.87573,"Passing"
"POC13003","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC13003","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC13003","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC13003","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC13003","Carangidae","Caranx","ignobilis",662.3614,1,3661.87759,"Passing"
"POC13003","Carangidae","Caranx","tille",NA,0,NA,NA
"POC13003","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC13003","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC13003","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC13003","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC13003","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC13003","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC13003","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC13003","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC13003","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC13003","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC13003","Echeneidae","Echeneis","naucrates",NA,2,1030.49892,"Passing"
"POC13003","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC13003","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC13003","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC13003","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC13003","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC13003","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC13003","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC13003","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC13003","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC13003","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC13003","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC13003","Nemipteridae","Nemipterus","spp",NA,0,NA,NA
"POC13003","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC13003","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC13003","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC13003","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC13003","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC13003","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC13003","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC13003","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC13003","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC13003","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC13003","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
